CONTIGS;total_genes;viral_genes;checkv_quality;completeness
NODE_A1213_length_1304_cov_12.088020_CE3;1;0;Not-determined;NA
NODE_A1214_length_1304_cov_9.604727_CE3;1;0;Not-determined;NA
NODE_A1215_length_1304_cov_7.044010_CE3;1;0;Not-determined;NA
NODE_A1216_length_1304_cov_6.726161_CE3;1;0;Not-determined;NA
NODE_A1219_length_1303_cov_9.612561_CE3;1;0;Not-determined;NA
NODE_A1221_length_1302_cov_7.572245_CE3;4;0;Not-determined;NA
NODE_A1224_length_1300_cov_20.277187_CE3;1;0;Not-determined;NA
NODE_A1226_length_1300_cov_18.178250_CE3;1;1;Not-determined;NA
NODE_A1227_length_1300_cov_16.373671_CE3;2;0;Not-determined;NA
NODE_A1228_length_1300_cov_14.874898_CE3;2;0;Not-determined;NA
NODE_A1229_length_1299_cov_20.990998_CE3;1;0;Not-determined;NA
NODE_A1230_length_1299_cov_14.493453_CE3;1;0;Not-determined;NA
NODE_A1231_length_1299_cov_12.325696_CE3;1;1;Not-determined;NA
NODE_A1232_length_1299_cov_9.376432_CE3;1;0;Not-determined;NA
NODE_A1233_length_1299_cov_8.968903_CE3;1;0;Not-determined;NA
NODE_A1238_length_1297_cov_8.547541_CE3;1;0;Not-determined;NA
NODE_A1239_length_1297_cov_4.572131_CE3;1;0;Not-determined;NA
NODE_A1241_length_1296_cov_26.082855_CE3;1;0;Not-determined;NA
NODE_A1242_length_1296_cov_19.117309_CE3;1;0;Not-determined;NA
NODE_A1244_length_1296_cov_7.229696_CE3;1;0;Not-determined;NA
NODE_A1246_length_1295_cov_19.838259_CE3;1;0;Not-determined;NA
NODE_A1247_length_1295_cov_14.465517_CE3;2;0;Not-determined;NA
NODE_A1248_length_1295_cov_7.145320_CE3;4;0;Low-quality;2,59
NODE_A1249_length_1294_cov_29.334429_CE3;3;0;Not-determined;NA
NODE_A1251_length_1294_cov_19.299918_CE3;1;0;Not-determined;NA
NODE_A1252_length_1294_cov_7.554643_CE3;1;0;Not-determined;NA
NODE_A1253_length_1293_cov_37.865954_CE3;1;1;Not-determined;NA
NODE_A1255_length_1293_cov_13.564145_CE3;1;0;Not-determined;NA
NODE_B140_length_1293_cov_3.165296_CE3;2;0;Not-determined;NA
NODE_A1258_length_1292_cov_16.638683_CE3;3;0;Low-quality;2,89
NODE_A1259_length_1291_cov_23.850082_CE3;1;0;Not-determined;NA
NODE_A1260_length_1291_cov_22.538715_CE3;1;0;Not-determined;NA
NODE_A1261_length_1291_cov_14.939868_CE3;4;0;Low-quality;0,34
NODE_A1262_length_1291_cov_9.492586_CE3;1;0;Not-determined;NA
NODE_A1263_length_1291_cov_7.789127_CE3;2;0;Not-determined;NA
NODE_B141_length_1291_cov_2.214992_CE3;4;0;Not-determined;NA
NODE_A1265_length_1290_cov_13.364386_CE3;1;0;Not-determined;NA
NODE_A1266_length_1290_cov_7.180544_CE3;1;0;Not-determined;NA
NODE_A1268_length_1289_cov_16.269802_CE3;1;0;Not-determined;NA
NODE_A1269_length_1288_cov_23.034682_CE3;1;0;Not-determined;NA
NODE_A1270_length_1288_cov_13.748968_CE3;1;0;Not-determined;NA
NODE_A1271_length_1288_cov_11.004129_CE3;1;0;Not-determined;NA
NODE_A1272_length_1288_cov_10.526837_CE3;1;0;Not-determined;NA
NODE_A1273_length_1288_cov_7.146986_CE3;1;0;Not-determined;NA
NODE_A1276_length_1287_cov_14.653719_CE3;1;0;Not-determined;NA
NODE_A1277_length_1287_cov_12.166942_CE3;3;0;Low-quality;2,71
NODE_A1278_length_1287_cov_8.638017_CE3;5;0;Low-quality;2,23
NODE_A1279_length_1287_cov_7.539669_CE3;1;0;Not-determined;NA
NODE_A1280_length_1287_cov_3.388430_CE3;1;0;Not-determined;NA
NODE_A1281_length_1286_cov_29.507031_CE3;2;1;Low-quality;1,08
NODE_A1282_length_1286_cov_25.910670_CE3;1;0;Not-determined;NA
NODE_A1283_length_1286_cov_18.627792_CE3;1;0;Not-determined;NA
NODE_A1284_length_1286_cov_17.708023_CE3;3;0;Not-determined;NA
NODE_A1285_length_1286_cov_13.567411_CE3;1;0;Low-quality;0,75
NODE_A1286_length_1286_cov_9.489661_CE3;1;0;Not-determined;NA
NODE_A1287_length_1286_cov_9.451613_CE3;2;0;Not-determined;NA
NODE_A1288_length_1285_cov_11.975166_CE3;1;0;Not-determined;NA
NODE_A1289_length_1285_cov_11.432947_CE3;1;0;Not-determined;NA
NODE_A1290_length_1285_cov_9.553808_CE3;2;0;Not-determined;NA
NODE_A1291_length_1284_cov_19.224524_CE3;1;0;Not-determined;NA
NODE_A1292_length_1284_cov_12.526098_CE3;2;0;Not-determined;NA
NODE_A1294_length_1283_cov_107.418740_CE3;1;0;Not-determined;NA
NODE_A1295_length_1283_cov_23.841625_CE3;2;0;Not-determined;NA
NODE_A1296_length_1283_cov_16.749585_CE3;1;0;Not-determined;NA
NODE_A1297_length_1283_cov_5.856551_CE3;1;0;Not-determined;NA
NODE_A1298_length_1283_cov_3.343284_CE3;3;1;Low-quality;2,86
NODE_A1299_length_1282_cov_12.179253_CE3;1;0;Not-determined;NA
NODE_A1300_length_1282_cov_11.702905_CE3;1;0;Not-determined;NA
NODE_A1301_length_1282_cov_11.360996_CE3;1;0;Not-determined;NA
NODE_A1302_length_1282_cov_7.830705_CE3;1;0;Not-determined;NA
NODE_A1303_length_1281_cov_26.890365_CE3;1;0;Not-determined;NA
NODE_A1304_length_1281_cov_19.063953_CE3;2;0;Not-determined;NA
NODE_A1305_length_1280_cov_22.911056_CE3;0;0;Not-determined;NA
NODE_A1306_length_1280_cov_17.147132_CE3;2;0;Not-determined;NA
NODE_A1307_length_1280_cov_11.117207_CE3;1;0;Not-determined;NA
NODE_A1308_length_1280_cov_6.778886_CE3;1;0;Low-quality;1,00
NODE_A1309_length_1280_cov_6.057357_CE3;1;0;Not-determined;NA
NODE_A1310_length_1279_cov_5.178869_CE3;0;0;Not-determined;NA
NODE_A1311_length_1278_cov_22.334721_CE3;1;0;Not-determined;NA
NODE_A1312_length_1278_cov_13.737719_CE3;2;0;Not-determined;NA
NODE_A1314_length_1278_cov_9.311407_CE3;2;0;Not-determined;NA
NODE_A1315_length_1278_cov_5.863447_CE3;2;0;Not-determined;NA
NODE_A1316_length_1277_cov_16.722500_CE3;2;0;Not-determined;NA
NODE_A1317_length_1277_cov_11.292500_CE3;3;0;Not-determined;NA
NODE_A1318_length_1277_cov_9.995833_CE3;1;0;Not-determined;NA
NODE_A1319_length_1276_cov_17.866555_CE3;1;0;Not-determined;NA
NODE_A1320_length_1276_cov_16.979983_CE3;3;0;Not-determined;NA
NODE_A1321_length_1276_cov_10.078399_CE3;1;0;Not-determined;NA
NODE_A1322_length_1276_cov_8.023353_CE3;1;0;Not-determined;NA
NODE_A1324_length_1275_cov_22.840568_CE3;1;0;Not-determined;NA
NODE_A1325_length_1275_cov_12.163606_CE3;1;0;Not-determined;NA
NODE_A1326_length_1275_cov_11.610184_CE3;1;0;Not-determined;NA
NODE_A1327_length_1275_cov_11.219533_CE3;1;0;Not-determined;NA
NODE_A1328_length_1275_cov_9.218698_CE3;1;0;Not-determined;NA
NODE_A1329_length_1274_cov_12.634085_CE3;1;0;Not-determined;NA
NODE_A1330_length_1274_cov_11.011696_CE3;0;0;Not-determined;NA
NODE_A1331_length_1273_cov_21.538462_CE3;1;0;Not-determined;NA
NODE_A1332_length_1273_cov_14.025084_CE3;5;0;Not-determined;NA
NODE_A1333_length_1273_cov_12.581104_CE3;2;1;Not-determined;NA
NODE_A1334_length_1273_cov_8.280100_CE3;1;0;Not-determined;NA
NODE_A1337_length_1272_cov_17.821757_CE3;1;0;Not-determined;NA
NODE_A1338_length_1272_cov_9.747280_CE3;2;0;Not-determined;NA
NODE_A1339_length_1272_cov_7.516318_CE3;0;0;Not-determined;NA
NODE_A1340_length_1272_cov_7.349791_CE3;1;0;Not-determined;NA
NODE_A1341_length_1272_cov_3.582427_CE3;1;0;Not-determined;NA
NODE_A1342_length_1271_cov_21.196817_CE3;1;0;Low-quality;1,01
NODE_A1343_length_1271_cov_17.230318_CE3;2;0;Not-determined;NA
NODE_A1345_length_1271_cov_9.184255_CE3;2;0;Not-determined;NA
NODE_A1346_length_1271_cov_8.435511_CE3;1;1;Not-determined;NA
NODE_A1347_length_1271_cov_7.075377_CE3;1;0;Not-determined;NA
NODE_B154_length_1271_cov_3.204355_CE3;4;1;Low-quality;0,66
NODE_A1349_length_1270_cov_18.955574_CE3;2;0;Not-determined;NA
NODE_A1350_length_1270_cov_14.578374_CE3;1;0;Not-determined;NA
NODE_A1352_length_1270_cov_9.844091_CE3;1;0;Not-determined;NA
NODE_A1353_length_1269_cov_12.439597_CE3;2;0;Not-determined;NA
NODE_A1354_length_1269_cov_9.599832_CE3;1;0;Not-determined;NA
NODE_A1357_length_1268_cov_24.264484_CE3;1;0;Not-determined;NA
NODE_A1358_length_1268_cov_15.167086_CE3;1;0;Not-determined;NA
NODE_A1360_length_1268_cov_11.394626_CE3;2;0;Not-determined;NA
NODE_A1361_length_1267_cov_18.422689_CE3;2;0;Low-quality;3,54
NODE_A1363_length_1267_cov_13.422689_CE3;2;0;Not-determined;NA
NODE_A1364_length_1267_cov_12.126050_CE3;1;0;Not-determined;NA
NODE_A1365_length_1267_cov_7.426891_CE3;2;0;Not-determined;NA
NODE_A1366_length_1266_cov_19.619008_CE3;1;0;Not-determined;NA
NODE_A1367_length_1266_cov_15.075694_CE3;1;0;Not-determined;NA
NODE_A1368_length_1266_cov_15.005046_CE3;1;0;Not-determined;NA
NODE_A1369_length_1266_cov_11.243061_CE3;3;0;Not-determined;NA
NODE_A1370_length_1266_cov_9.907485_CE3;2;0;Not-determined;NA
NODE_A1372_length_1266_cov_9.132044_CE3;1;0;Not-determined;NA
NODE_A1375_length_1265_cov_7.957071_CE3;2;0;Not-determined;NA
NODE_A1376_length_1265_cov_6.473064_CE3;1;0;Not-determined;NA
NODE_A1377_length_1264_cov_28.924179_CE3;1;0;Not-determined;NA
NODE_A1378_length_1264_cov_20.722831_CE3;3;0;Not-determined;NA
NODE_A1380_length_1264_cov_17.094356_CE3;3;0;Low-quality;3,07
NODE_A1381_length_1264_cov_16.454928_CE3;3;1;Low-quality;8,33
NODE_A1382_length_1264_cov_14.437237_CE3;1;0;Not-determined;NA
NODE_A1383_length_1264_cov_8.157540_CE3;1;0;Not-determined;NA
NODE_A1385_length_1263_cov_17.051433_CE3;3;0;Not-determined;NA
NODE_A1386_length_1263_cov_12.600337_CE3;1;0;Not-determined;NA
NODE_A1387_length_1263_cov_9.951096_CE3;0;0;Not-determined;NA
NODE_A1388_length_1263_cov_3.762226_CE3;1;0;Not-determined;NA
NODE_A1389_length_1262_cov_21.493671_CE3;1;0;Not-determined;NA
NODE_A1390_length_1262_cov_14.858228_CE3;2;0;Not-determined;NA
NODE_A1391_length_1262_cov_14.389873_CE3;1;0;Not-determined;NA
NODE_A1393_length_1262_cov_11.792405_CE3;2;0;Not-determined;NA
NODE_A1394_length_1262_cov_9.518143_CE3;1;0;Not-determined;NA
NODE_A1395_length_1262_cov_6.150211_CE3;1;0;Not-determined;NA
NODE_B158_length_1262_cov_7.902954_CE3;1;0;Not-determined;NA
NODE_A1396_length_1261_cov_16.548986_CE3;1;0;Not-determined;NA
NODE_B159_length_1261_cov_2.718750_CE3;3;0;Not-determined;NA
NODE_A1397_length_1260_cov_20.024514_CE3;1;0;Not-determined;NA
NODE_A1398_length_1260_cov_13.763314_CE3;1;0;Not-determined;NA
NODE_A1399_length_1259_cov_21.685279_CE3;1;0;Not-determined;NA
NODE_A1400_length_1259_cov_15.956853_CE3;2;0;Not-determined;NA
NODE_A1401_length_1259_cov_13.472081_CE3;1;0;Not-determined;NA
NODE_A1403_length_1259_cov_8.099831_CE3;5;0;Not-determined;NA
NODE_A1404_length_1259_cov_7.000846_CE3;1;1;Low-quality;0,77
NODE_A1405_length_1259_cov_6.698816_CE3;2;0;Not-determined;NA
NODE_A1406_length_1258_cov_24.799323_CE3;1;0;Not-determined;NA
NODE_A1407_length_1258_cov_20.802710_CE3;2;1;Medium-quality;52,50
NODE_A1408_length_1258_cov_16.836579_CE3;2;0;Not-determined;NA
NODE_A1411_length_1258_cov_10.452159_CE3;2;1;Low-quality;2,84
NODE_A1412_length_1258_cov_9.267570_CE3;2;0;Not-determined;NA
NODE_A1413_length_1257_cov_25.798305_CE3;1;0;Not-determined;NA
NODE_A1414_length_1257_cov_11.260169_CE3;1;0;Not-determined;NA
NODE_A1415_length_1257_cov_11.016949_CE3;1;0;Not-determined;NA
NODE_A1418_length_1255_cov_21.946520_CE3;2;0;Not-determined;NA
NODE_A1419_length_1255_cov_13.269949_CE3;2;0;Not-determined;NA
NODE_A1421_length_1255_cov_13.079796_CE3;1;0;Not-determined;NA
NODE_A1422_length_1255_cov_12.835314_CE3;2;0;Not-determined;NA
NODE_A1423_length_1254_cov_17.194562_CE3;2;0;Not-determined;NA
NODE_A1424_length_1254_cov_14.556500_CE3;2;0;Not-determined;NA
NODE_A1425_length_1254_cov_13.039082_CE3;1;0;Not-determined;NA
NODE_A1426_length_1254_cov_8.543755_CE3;1;0;Not-determined;NA
NODE_A1427_length_1253_cov_25.295068_CE3;1;0;Not-determined;NA
NODE_A1428_length_1253_cov_19.245748_CE3;1;0;Not-determined;NA
NODE_A1429_length_1253_cov_9.025510_CE3;1;0;Not-determined;NA
NODE_A1432_length_1252_cov_7.690213_CE3;0;0;Not-determined;NA
NODE_A1433_length_1252_cov_7.000851_CE3;0;0;Not-determined;NA
NODE_A1434_length_1252_cov_6.942979_CE3;1;0;Not-determined;NA
NODE_A1435_length_1251_cov_26.466780_CE3;2;0;Not-determined;NA
NODE_A1436_length_1251_cov_20.893526_CE3;2;0;Not-determined;NA
NODE_A1438_length_1251_cov_14.221465_CE3;2;0;Not-determined;NA
NODE_A1439_length_1251_cov_10.479557_CE3;1;0;Not-determined;NA
NODE_A1440_length_1251_cov_9.477002_CE3;2;0;Not-determined;NA
NODE_A1441_length_1251_cov_9.378194_CE3;1;0;Not-determined;NA
NODE_A1442_length_1251_cov_7.191652_CE3;2;0;Not-determined;NA
NODE_A1443_length_1251_cov_3.668654_CE3;2;0;Not-determined;NA
NODE_A1444_length_1250_cov_15.804774_CE3;3;0;Not-determined;NA
NODE_A1445_length_1250_cov_7.810742_CE3;1;0;Not-determined;NA
NODE_A1446_length_1250_cov_7.462916_CE3;1;0;Not-determined;NA
NODE_A1447_length_1250_cov_5.936914_CE3;4;0;Not-determined;NA
NODE_A1448_length_1249_cov_20.440273_CE3;2;0;Not-determined;NA
NODE_A1449_length_1249_cov_18.383959_CE3;2;0;Not-determined;NA
NODE_A1450_length_1249_cov_16.991468_CE3;2;0;Not-determined;NA
NODE_A1451_length_1249_cov_9.327645_CE3;3;1;Low-quality;2,74
NODE_A1452_length_1249_cov_5.510239_CE3;1;0;Not-determined;NA
NODE_A1453_length_1248_cov_12.613151_CE3;1;0;Not-determined;NA
NODE_A1454_length_1248_cov_10.213493_CE3;1;0;Not-determined;NA
NODE_A1457_length_1247_cov_27.344444_CE3;2;0;Not-determined;NA
NODE_A1459_length_1247_cov_10.534188_CE3;2;0;Not-determined;NA
NODE_A1461_length_1247_cov_9.973504_CE3;2;0;Not-determined;NA
NODE_A1462_length_1247_cov_9.947009_CE3;3;2;Low-quality;3,33
NODE_A1463_length_1246_cov_9.747648_CE3;1;0;Not-determined;NA
NODE_A1464_length_1246_cov_9.164243_CE3;1;0;Not-determined;NA
NODE_A1465_length_1246_cov_6.890505_CE3;1;0;Not-determined;NA
NODE_A1466_length_1245_cov_12.938356_CE3;1;0;Not-determined;NA
NODE_A1467_length_1245_cov_8.430651_CE3;1;0;Not-determined;NA
NODE_A1468_length_1244_cov_17.640103_CE3;1;0;Not-determined;NA
NODE_A1469_length_1244_cov_12.891174_CE3;1;0;Not-determined;NA
NODE_A1470_length_1244_cov_9.642674_CE3;3;0;Not-determined;NA
NODE_A1471_length_1244_cov_5.535561_CE3;1;0;Not-determined;NA
NODE_A1473_length_1243_cov_15.858491_CE3;2;0;Not-determined;NA
NODE_A1474_length_1243_cov_12.036878_CE3;1;1;Low-quality;0,76
NODE_A1475_length_1243_cov_4.789880_CE3;2;0;Not-determined;NA
NODE_A1478_length_1242_cov_25.916738_CE3;1;0;Not-determined;NA
NODE_A1479_length_1242_cov_23.951073_CE3;1;0;Not-determined;NA
NODE_A1480_length_1242_cov_23.493562_CE3;2;0;Not-determined;NA
NODE_A1481_length_1242_cov_14.254077_CE3;2;0;Not-determined;NA
NODE_A1482_length_1242_cov_9.206009_CE3;1;1;Not-determined;NA
NODE_A1483_length_1242_cov_8.491845_CE3;1;0;Not-determined;NA
NODE_A1484_length_1242_cov_6.654077_CE3;2;1;Not-determined;NA
NODE_A1486_length_1241_cov_9.060997_CE3;1;0;Not-determined;NA
NODE_A1487_length_1241_cov_8.276632_CE3;1;0;Not-determined;NA
NODE_A1489_length_1240_cov_20.164230_CE3;2;0;Not-determined;NA
NODE_A1490_length_1240_cov_15.846088_CE3;1;0;Not-determined;NA
NODE_A1491_length_1240_cov_15.291488_CE3;1;0;Not-determined;NA
NODE_A1492_length_1240_cov_14.764402_CE3;2;0;Not-determined;NA
NODE_A1495_length_1240_cov_6.262253_CE3;1;0;Not-determined;NA
NODE_A1496_length_1240_cov_5.254514_CE3;1;0;Not-determined;NA
NODE_A1498_length_1239_cov_19.824441_CE3;1;0;Not-determined;NA
NODE_A1499_length_1238_cov_45.122308_CE3;2;0;Not-determined;NA
NODE_A1501_length_1238_cov_18.845823_CE3;3;0;Low-quality;1,96
NODE_A1502_length_1238_cov_18.133506_CE3;1;0;Not-determined;NA
NODE_A1503_length_1238_cov_13.444444_CE3;1;0;Not-determined;NA
NODE_A1504_length_1238_cov_10.547804_CE3;1;0;Not-determined;NA
NODE_A1505_length_1238_cov_10.104220_CE3;2;0;Not-determined;NA
NODE_A1507_length_1237_cov_16.072414_CE3;1;0;Not-determined;NA
NODE_A1508_length_1237_cov_13.350862_CE3;1;0;Not-determined;NA
NODE_B174_length_1237_cov_2.723276_CE3;4;0;Low-quality;2,61
NODE_A1509_length_1236_cov_23.956859_CE3;1;0;Not-determined;NA
NODE_A1510_length_1236_cov_14.867990_CE3;1;0;Not-determined;NA
NODE_A1511_length_1236_cov_12.352028_CE3;1;0;Not-determined;NA
NODE_A1512_length_1236_cov_10.699741_CE3;2;0;Not-determined;NA
NODE_A1514_length_1235_cov_20.013817_CE3;2;0;Not-determined;NA
NODE_A1515_length_1235_cov_16.958549_CE3;1;0;Not-determined;NA
NODE_A1516_length_1235_cov_13.428325_CE3;1;0;Not-determined;NA
NODE_A1518_length_1235_cov_9.395509_CE3;1;0;Not-determined;NA
NODE_A1519_length_1235_cov_8.875648_CE3;2;0;Not-determined;NA
NODE_A1523_length_1234_cov_17.980985_CE3;3;0;Not-determined;NA
NODE_A1524_length_1234_cov_12.331029_CE3;1;0;Not-determined;NA
NODE_A1525_length_1233_cov_28.488754_CE3;1;0;Not-determined;NA
NODE_A1526_length_1233_cov_14.181661_CE3;1;0;Not-determined;NA
NODE_A1527_length_1233_cov_9.412630_CE3;1;0;Not-determined;NA
NODE_A1528_length_1233_cov_8.852076_CE3;2;1;Not-determined;NA
NODE_A1529_length_1233_cov_7.022491_CE3;1;0;Not-determined;NA
NODE_A1530_length_1233_cov_6.899654_CE3;1;0;Not-determined;NA
NODE_A1531_length_1232_cov_17.529870_CE3;1;0;Not-determined;NA
NODE_A1535_length_1232_cov_10.793074_CE3;1;0;Not-determined;NA
NODE_A1536_length_1232_cov_10.716017_CE3;1;0;Not-determined;NA
NODE_A1537_length_1232_cov_10.379221_CE3;1;0;Not-determined;NA
NODE_A1538_length_1231_cov_15.853553_CE3;1;0;Not-determined;NA
NODE_A1539_length_1231_cov_14.764298_CE3;0;0;Not-determined;NA
NODE_A1540_length_1231_cov_14.363085_CE3;1;0;Not-determined;NA
NODE_A1541_length_1231_cov_9.721837_CE3;1;0;Not-determined;NA
NODE_A1542_length_1231_cov_6.174177_CE3;1;0;Not-determined;NA
NODE_A1543_length_1230_cov_15.531657_CE3;1;0;Not-determined;NA
NODE_A1544_length_1230_cov_9.243712_CE3;3;0;Not-determined;NA
NODE_A1545_length_1230_cov_9.183001_CE3;1;0;Not-determined;NA
NODE_A1546_length_1229_cov_37.934028_CE3;2;1;Low-quality;0,73
NODE_A1547_length_1229_cov_17.602431_CE3;1;0;Not-determined;NA
NODE_A1549_length_1229_cov_12.312500_CE3;2;0;Not-determined;NA
NODE_A1550_length_1229_cov_10.406250_CE3;3;1;Low-quality;2,12
NODE_A1551_length_1228_cov_19.689835_CE3;1;1;Not-determined;NA
NODE_A1552_length_1228_cov_9.914857_CE3;1;0;Not-determined;NA
NODE_A1553_length_1228_cov_8.245004_CE3;0;0;Not-determined;NA
NODE_A1554_length_1228_cov_7.816681_CE3;1;0;Not-determined;NA
NODE_A1555_length_1228_cov_6.122502_CE3;0;0;Not-determined;NA
NODE_A1556_length_1227_cov_19.730435_CE3;1;0;Not-determined;NA
NODE_A1557_length_1227_cov_12.736522_CE3;2;0;Not-determined;NA
NODE_B181_length_1227_cov_3.380000_CE3;2;0;Not-determined;NA
NODE_A1558_length_1226_cov_8.707572_CE3;4;0;Not-determined;NA
NODE_A1559_length_1226_cov_7.399478_CE3;1;0;Not-determined;NA
NODE_B182_length_1226_cov_4.053960_CE3;2;2;Low-quality;2,61
NODE_B183_length_1226_cov_2.198433_CE3;0;0;Not-determined;NA
NODE_A1560_length_1225_cov_16.432927_CE3;1;0;Not-determined;NA
NODE_A1561_length_1225_cov_11.117596_CE3;2;0;Not-determined;NA
NODE_A1562_length_1225_cov_7.493902_CE3;2;0;Not-determined;NA
NODE_A1563_length_1224_cov_30.008718_CE3;1;0;Not-determined;NA
NODE_A1564_length_1224_cov_21.891892_CE3;1;0;Not-determined;NA
NODE_A1565_length_1224_cov_17.822145_CE3;1;0;Not-determined;NA
NODE_A1567_length_1224_cov_13.686138_CE3;2;0;Not-determined;NA
NODE_A1568_length_1224_cov_8.969486_CE3;0;0;Not-determined;NA
NODE_A1569_length_1223_cov_20.243455_CE3;1;0;Not-determined;NA
NODE_A1570_length_1223_cov_18.309773_CE3;2;0;Not-determined;NA
NODE_A1571_length_1223_cov_15.171902_CE3;2;0;Low-quality;2,23
NODE_A1572_length_1223_cov_9.020942_CE3;1;0;Not-determined;NA
NODE_A1573_length_1222_cov_17.942358_CE3;2;0;Not-determined;NA
NODE_A1574_length_1221_cov_16.372378_CE3;1;0;Not-determined;NA
NODE_A1575_length_1221_cov_13.779720_CE3;4;0;Not-determined;NA
NODE_A1576_length_1221_cov_13.479021_CE3;2;0;Not-determined;NA
NODE_A1577_length_1221_cov_12.341783_CE3;1;0;Not-determined;NA
NODE_A1578_length_1221_cov_8.701049_CE3;1;0;Not-determined;NA
NODE_A1579_length_1221_cov_6.179196_CE3;2;0;Not-determined;NA
NODE_A1580_length_1220_cov_31.650044_CE3;1;0;Not-determined;NA
NODE_A1581_length_1220_cov_16.400700_CE3;1;0;Not-determined;NA
NODE_A1583_length_1219_cov_19.641856_CE3;1;0;Not-determined;NA
NODE_A1584_length_1219_cov_15.466725_CE3;1;0;Not-determined;NA
NODE_A1585_length_1219_cov_9.839755_CE3;1;0;Not-determined;NA
NODE_A1586_length_1219_cov_9.656743_CE3;3;0;Not-determined;NA
NODE_A1587_length_1219_cov_7.793345_CE3;2;0;Not-determined;NA
NODE_A1588_length_1219_cov_7.033275_CE3;1;0;Not-determined;NA
NODE_A1589_length_1218_cov_16.750219_CE3;1;0;Not-determined;NA
NODE_A1590_length_1218_cov_15.657318_CE3;2;0;Not-determined;NA
NODE_A1591_length_1218_cov_13.216477_CE3;1;0;Not-determined;NA
NODE_A1592_length_1218_cov_12.026293_CE3;2;0;Not-determined;NA
NODE_A1593_length_1218_cov_11.418054_CE3;1;0;Not-determined;NA
NODE_A1594_length_1218_cov_10.941280_CE3;1;0;Not-determined;NA
NODE_A1595_length_1218_cov_9.953550_CE3;2;0;Not-determined;NA
NODE_A1596_length_1218_cov_9.126205_CE3;2;0;Low-quality;2,49
NODE_A1597_length_1218_cov_6.186678_CE3;1;0;Not-determined;NA
NODE_A1599_length_1217_cov_24.606140_CE3;1;0;Not-determined;NA
NODE_A1601_length_1217_cov_13.158772_CE3;2;0;Not-determined;NA
NODE_A1602_length_1217_cov_13.157895_CE3;2;0;Not-determined;NA
NODE_A1603_length_1216_cov_24.338894_CE3;1;0;Not-determined;NA
NODE_A1604_length_1216_cov_21.889377_CE3;2;0;Not-determined;NA
NODE_A1605_length_1216_cov_19.152766_CE3;1;0;Not-determined;NA
NODE_A1607_length_1216_cov_16.992976_CE3;1;0;Not-determined;NA
NODE_A1608_length_1216_cov_16.875329_CE3;2;0;Not-determined;NA
NODE_A1609_length_1216_cov_14.634767_CE3;3;0;Not-determined;NA
NODE_A1610_length_1216_cov_11.454785_CE3;1;0;Not-determined;NA
NODE_A1611_length_1216_cov_10.972783_CE3;1;0;Not-determined;NA
NODE_A1612_length_1215_cov_19.263620_CE3;2;0;Not-determined;NA
NODE_A1613_length_1215_cov_16.354130_CE3;2;0;Not-determined;NA
NODE_A1614_length_1215_cov_11.195079_CE3;4;0;Not-determined;NA
NODE_A1615_length_1215_cov_10.566784_CE3;3;0;Low-quality;2,18
NODE_A1616_length_1215_cov_8.505272_CE3;2;0;Not-determined;NA
NODE_A1620_length_1214_cov_5.228672_CE3;2;0;Not-determined;NA
NODE_A1621_length_1213_cov_14.208627_CE3;1;0;Not-determined;NA
NODE_A1622_length_1213_cov_12.482394_CE3;2;0;Not-determined;NA
NODE_A1623_length_1212_cov_21.526872_CE3;1;0;Not-determined;NA
NODE_A1624_length_1212_cov_13.672247_CE3;3;0;Not-determined;NA
NODE_A1625_length_1212_cov_10.453744_CE3;0;0;Not-determined;NA
NODE_A1626_length_1212_cov_9.784141_CE3;1;0;Not-determined;NA
NODE_A1629_length_1211_cov_17.569665_CE3;1;0;Not-determined;NA
NODE_A1630_length_1211_cov_15.468254_CE3;1;0;Not-determined;NA
NODE_A1631_length_1211_cov_11.764550_CE3;2;0;Not-determined;NA
NODE_A1632_length_1211_cov_11.206349_CE3;2;0;Not-determined;NA
NODE_A1633_length_1211_cov_7.777778_CE3;1;0;Not-determined;NA
NODE_A1634_length_1211_cov_7.500882_CE3;1;0;Not-determined;NA
NODE_A1636_length_1210_cov_16.836717_CE3;0;0;Not-determined;NA
